player,position,team,teamsignedwith,age,years,contract,salary,guaranteed,guaranteedpct,yearfreeagent
Zach Line (20132015) ,RB ,MIN ,MIN ,25,3,1498000,499333,8000,0.53,2016
C.J. Anderson (20132015) ,RB ,DEN ,DEN ,24,3,1497500,499167,12500,0.83,2016
Joseph Fauria (20132015) ,TE ,DET ,DET ,25,3,1497500,499167,12500,0.83,2016
Rodney Smith (20132015) ,WR ,CLE ,MIN ,25,3,1497000,499000,7000,0.47,2016
Zach Sudfeld (20132015) ,TE ,NYJ ,NE ,26,3,1497000,499000,17000,1.14,2016
Tony Jefferson (20132015) ,S ,ARI ,ARI ,23,3,1495100,498367,10100,0.68,2016
Tyler Bray (20132015) ,QB ,KC ,KC ,23,3,1495000,498333,10000,0.67,2016
Wes Horton (20132015) ,DE ,CAR ,CAR ,25,3,1495000,498333,10000,0.67,2016
LaAdrian Waddle (20132015) ,RT ,DET ,DET ,24,3,1495000,498333,10000,0.67,2016
Benny Cunningham (20132015) ,RB ,STL ,STL ,25,3,1495000,498333,15000,1,2016
Tim Wright (20132015) ,TE ,TB ,TB ,25,3,1495000,498333,10000,0.67,2016
Jaron Brown (20132015) ,WR ,ARI ,ARI ,25,3,1494000,498000,9000,0.6,2016
Darius Eubanks (20132015) ,S ,CLE ,MIN ,24,3,1493000,497667,3000,0.2,2016
Darryl Morris (20132015) ,CB ,HOU ,SF ,24,3,1493000,497667,8000,0.54,2016
Robert Lester (20132015) ,S ,CAR ,CAR ,27,3,1492500,497500,7500,0.5,2016
Damion Square (20132015) ,DE ,SD ,PHI ,26,3,1492500,497500,7500,0.5,2016
Nickell Robey (20132015) ,CB ,BUF ,BUF ,23,3,1492500,497500,7500,0.5,2016
Melvin White (20132015) ,CB ,CAR ,CAR ,25,3,1492500,497500,7500,0.5,2016
Russell Shepard (20132015) ,WR ,TB ,PHI ,24,3,1492500,497500,7500,0.5,2016
Glenn Foster (20132015) ,DE ,NO ,NO ,25,3,1492000,497333,7000,0.47,2016
Lane Taylor (20132015) ,G ,GB ,GB ,25,3,1492000,497333,7000,0.47,2016
Alvin Bailey (20132015) ,G ,SEA ,SEA ,23,3,1491000,497000,6000,0.4,2016
Marlon Brown (20132015) ,WR ,BAL ,BAL ,24,3,1490000,496667,5000,0.34,2016
Will Compton (20132015) ,ILB ,WAS ,WAS ,25,3,1490000,496667,5000,0.34,2016
Josh Hill (20132015) ,TE ,NO ,NO ,25,3,1490000,496667,5000,0.34,2016
Tim Lelito (20132015) ,G ,NO ,NO ,26,3,1490000,496667,5000,0.34,2016
Keavon Milton (20132015) ,TE ,SEA ,NO ,25,3,1490000,496667,5000,0.34,2016
Joplo Bartu (20132015) ,OLB ,ATL ,ATL ,24,3,1490000,496667,5000,0.34,2016
Andy Mulumba (20132015) ,OLB ,GB ,GB ,25,3,1490000,496667,5000,0.34,2016
A.J. Bouye (20132015) ,CB ,HOU ,HOU ,23,3,1490000,496667,5000,0.34,2016
Matt Tobin (20132015) ,G ,PHI ,PHI ,25,3,1490000,496667,5000,0.34,2016
Jahleel Addae (20132015) ,S ,SD ,SD ,25,3,1490000,496667,5000,0.34,2016
Marcus Cromartie (20132015) ,CB ,SF ,SD ,24,3,1490000,496667,5000,0.34,2016
Jack Doyle (20132015) ,TE ,IND ,TEN ,25,3,1490000,496667,5000,0.34,2016
MarQueis Gray (20132015) ,TE ,BUF ,SF ,25,3,1489000,496333,4000,0.27,2016
Josh Kline (20132015) ,G ,NE ,NE ,25,3,1489000,496333,14000,0.94,2016
Chris Pantale (20132015) ,TE ,CHI ,NYJ ,25,3,1488000,496000,3000,0.2,2016
Patrick Omameh (20132015) ,G ,TB ,SF ,25,3,1488000,496000,3000,0.2,2016
Kenbrell Thompkins (20132015) ,WR ,OAK ,NE ,27,3,1487500,495833,5000,0.34,2016
Justin Tuggle (20132015) ,OLB ,HOU ,HOU ,25,3,1487500,495833,2500,0.17,2016
LaRoy Reynolds (20132015) ,OLB ,JAC ,JAC ,24,3,1487500,495833,2500,0.17,2016
Carson Tinker (20132015) ,LS ,JAC ,JAC ,25,3,1487500,495833,2500,0.17,2016
Abry Jones (20132015) ,DT ,JAC ,JAC ,23,3,1487500,495833,2500,0.17,2016
Ryan Schraeder (20132015) ,RT ,ATL ,ATL ,27,3,1487000,495667,2000,0.13,2016
Paul Worrilow (20132015) ,ILB ,ATL ,ATL ,25,3,1487000,495667,2000,0.13,2016
Jeff Heath (20132015) ,S ,DAL ,DAL ,24,3,1487000,495667,2000,0.13,2016
Khiry Robinson (20132015) ,RB ,NO ,NO ,25,3,1486000,495333,1000,0.07,2016
Saalim Hakim (20132015) ,WR ,NYJ ,NYJ ,25,3,1485000,495000, , ,2016
RayRay Armstrong (20132015) ,OLB ,OAK ,STL ,26,3,1485000,495000, , ,2016
Daren Bates (20132015) ,ILB ,STL ,STL ,24,3,1485000,495000, , ,2016
Benson Mayowa (20132015) ,DE ,OAK ,SEA ,24,3,1485000,495000, , ,2016
Joe Vellano (20132015) ,DT ,NE ,NE ,26,3,1485000,495000, , ,2016
Brandon Williams (20132015) ,TE ,CAR ,CAR ,27,3,1485000,495000, , ,2016
Chase Ford (20132015) ,TE ,MIN ,MIN ,25,3,1485000,495000, , ,2016
Ty Powell (20132015) ,ILB ,BUF ,BUF ,27,3,1485000,495000, , ,2016
Cody Davis (20132015) ,S ,STL ,STL ,26,3,1485000,495000, , ,2016
Terren Jones (20132016) ,LT ,BUF ,ATL ,23,3,1485000,495000, , ,2017
Sean Baker (20132016) ,S ,ATL ,TB ,26,3,1485000,495000, , ,2017
Brandon Bostick (20132015) ,TE ,MIN ,GB ,26,3,1485000,495000, , ,2016
Stefan Charles (20132015) ,DT ,BUF ,BUF ,27,3,1485000,495000, , ,2016
Terrence Frederick (20132015) ,CB ,NO ,NO ,25,3,1485000,495000, , ,2016
Korey Toomer (20132015) ,OLB ,STL ,SEA ,26,3,1485000,495000, , ,2016
Derrick Coleman (20132015) ,FB ,SEA ,SEA ,24,3,1485000,495000, , ,2016
Matt McGloin (20132015) ,QB ,OAK ,OAK ,25,3,1485000,495000, , ,2016
Ryan Quigley (20132015) ,P ,NYJ ,NYJ ,25,3,1485000,495000, , ,2016
Lawrence Okoye (20152016) ,DE ,SF ,SF ,23,2,978405,489203,68405,6.99,2017
Jalil Carter (20152016) ,CB ,MIN ,MIN ,26,2,975000,487500,15000,1.54,2017
Matthew O'Donnell (20152016) ,T ,CIN ,CIN ,26,2,970000,485000,10000,1.03,2017
Khalid Wooten (20132016) ,CB ,TEN ,TEN ,25,4,1935000,483750, , ,2017
Marcus Thigpen (20122015) ,RB ,BUF ,MIA ,29,3,1447500,482500,7500,0.52,2016
Deonte Thompson (20122015) ,WR ,BUF ,BAL ,26,3,1444000,481333,4000,0.28,2016
Dion Bailey (20152016) ,S ,SEA ,SEA ,23,2,960000,480000, , ,2017
Drew Nowak (20152016) ,G ,SEA ,SEA ,25,2,960000,480000, , ,2017
Jimmy Staten (20152016) ,DT ,SEA ,SEA ,24,2,960000,480000, , ,2017
James Wilder Jr. (20152016) ,RB ,CIN ,CIN ,23,2,960000,480000, , ,2017
R.J. Archer (20152016) ,QB ,SEA ,SEA ,28,2,960000,480000, , ,2017
Will Pericak (20152016) ,DE ,SEA ,SEA ,25,2,960000,480000, , ,2017
Kevin Smith (20152016) ,WR ,SEA ,SEA ,23,2,960000,480000, , ,2017
Tyler Larsen (20152016) ,C ,WAS ,WAS ,24,2,960000,480000, , ,2017
Robert Thomas (20152016) ,DT ,WAS ,WAS ,24,2,960000,480000, , ,2017
Rashad Ross (20152016) ,WR ,WAS ,WAS ,25,2,960000,480000, , ,2017
Colin Lockett (20152016) ,TE ,WAS ,WAS ,24,2,960000,480000, , ,2017
JeRon Hamm (20152016) ,WR ,WAS ,WAS ,23,2,960000,480000, , ,2017
Emmett Cleary (20152016) ,RT ,NYG ,NYG ,25,2,960000,480000, , ,2017
Chase Dixon (20152016) ,TE ,WAS ,WAS ,24,2,960000,480000, , ,2017
Chaz Sutton (20152016) ,DE ,TEN ,TEN ,25,2,960000,480000, , ,2017
Reggie Dunn (20152016) ,WR ,DAL ,DAL ,26,2,960000,480000, , ,2017
Yawin Smallwood (20152016) ,ILB ,TEN ,TEN ,23,2,960000,480000, , ,2017
William Poehls (20152016) ,G ,TEN ,TEN ,23,2,960000,480000, , ,2017
John Wetzel (20152016) ,RT ,DAL ,DAL ,24,2,960000,480000, , ,2016
Justin McCray (20152016) ,G ,TEN ,TEN ,23,2,960000,480000, , ,2017
Nate Askew (20152016) ,OLB ,TEN ,TEN ,23,2,960000,480000, , ,2017
Rishard Anderson (20152016) ,CB ,TEN ,TEN ,21,2,960000,480000, , ,2017
Colton Underwood (20152016) ,DE ,SD ,SD ,23,2,960000,480000, , ,2017
Shayne Skov (20152016) ,ILB ,SF ,SF ,25,2,960000,480000, , ,2017
Javontee Herndon (20152016) ,WR ,SD ,SD ,24,2,960000,480000, , ,2017
Torrence Allen (20152016) ,WR ,SD ,SD ,24,2,960000,480000, , ,2017
Jordan Campbell (20152016) ,OLB ,WAS ,WAS ,27,2,960000,480000, , ,2017
Michael Williams (20152016) ,TE ,DET ,DET ,24,2,960000,480000, , ,2017
Nikita Whitlock (20152016) ,FB ,NYG ,NYG ,24,2,960000,480000, , ,2017
Ikponmwosa Igbinosun (20152016) ,DE ,JAC ,JAC ,24,2,960000,480000, , ,2017
Jordan Stanton (20152016) ,OLB ,NYG ,NYG ,24,2,960000,480000, , ,2017
Chris Boswell (20152016) ,K ,NYG ,NYG ,24,2,960000,480000, , ,2017
Justin Renfrow (20152016) ,DT ,SF ,SF ,25,2,960000,480000, , ,2017
Michael Bamiro (20152016) ,RT ,NYG ,NYG ,24,2,960000,480000, , ,2017
James Gayle (20152016) ,DE ,WAS ,WAS ,24,2,960000,480000, , ,2017
Willie Snead (20152016) ,WR ,NO ,NO ,22,2,960000,480000, , ,2017
Julius Warmsley (20152016) ,DT ,SEA ,SEA ,25,2,960000,480000, , ,2017
Tony Washington (20152016) ,WR ,JAC ,JAC ,24,2,960000,480000, , ,2017
Cody Booth (20152016) ,TE ,JAC ,JAC ,24,2,960000,480000, , ,2017
Terrance Parks (20152016) ,CB ,HOU ,HOU ,25,2,960000,480000, , ,2017
Uzoma Nwachukwu (20152016) ,WR ,HOU ,HOU ,24,2,960000,480000, , ,2017
Lache Seastrunk (20152016) ,RB ,DAL ,DAL ,24,2,960000,480000, , ,2017
Travis Labhart (20152016) ,WR ,HOU ,HOU ,24,2,960000,480000, , ,2017
James Ferentz (20152016) ,C ,HOU ,HOU ,26,2,960000,480000, , ,2017
Matt Feiler (20152016) ,RT ,HOU ,HOU ,23,2,960000,480000, , ,2017
Jace Davis (20152016) ,WR ,HOU ,HOU ,23,2,960000,480000, , ,2017
Kourtnei Brown (20152016) ,DE ,HOU ,HOU ,27,2,960000,480000, , ,2017
Brandon Bogotay (20152016) ,K ,TB ,TB ,26,2,960000,480000, , ,2017
Adam Replogle (20152016) ,G ,ATL ,ATL ,24,2,960000,480000, , ,2017
Bernard Reedy (20152016) ,WR ,ATL ,ATL ,23,2,960000,480000, , ,2017
Jason Weaver (20152016) ,LT ,CHI ,CHI ,26,2,960000,480000, , ,2017
Rashad Lawrence (20152016) ,WR ,CHI ,CHI ,23,2,960000,480000, , ,2017
Conor Bofeli (20152016) ,G ,CHI ,CHI ,23,2,960000,480000, , ,2017
Jeremy Towns (20152016) ,DT ,BUF ,BUF ,26,2,960000,480000, , ,2017
Tobias Palmer (20152016) ,WR ,BUF ,BUF ,25,2,960000,480000, , ,2017
D.J. Morrell (20152016) ,G ,BUF ,BUF ,23,2,960000,480000, , ,2017
Caleb Holley (20152016) ,WR ,BUF ,BUF ,24,2,960000,480000, , ,2017
Will Smith (20152016) ,OLB ,DAL ,DAL ,23,2,960000,480000, , ,2017
Jimmy Gaines (20152016) ,ILB ,BUF ,BUF ,22,2,960000,480000, , ,2017
Cobi Hamilton (20152016) ,WR ,MIA ,CIN ,24,2,960000,480000, , ,2017
Tyler Rutenbeck (20152016) ,WR ,IND ,IND ,23,2,960000,480000, , ,2017
Michael Huey (20152016) ,G ,SD ,SD ,26,2,960000,480000, , ,2017
Dominique Williams (20152016) ,RB ,MIN ,MIN ,24,2,960000,480000, , ,2017
Zac Kerin (20152016) ,C ,MIN ,MIN ,23,2,960000,480000, , ,2017
Earl Okine (20152016) ,DE ,IND ,IND ,25,2,960000,480000, , ,2017
Donte Foster (20152016) ,WR ,MIN ,MIN ,24,2,960000,480000, , ,2017
Jordan Mabin (20152016) ,CB ,SD ,SD ,26,2,960000,480000, , ,2017
Isame Faciane III (20152016) ,DE ,MIN ,MIN ,24,2,960000,480000, , ,2017
Tevita Finau (20152016) ,FB ,HOU ,HOU ,29,2,960000,480000, , ,2017
Fred Williams (20152016) ,WR ,KC ,KC ,27,2,960000,480000, , ,2017
Chase Rettig (20152016) ,QB ,SD ,SD ,23,2,960000,480000, , ,2017
Adam Schiltz (20152016) ,TE ,KC ,KC ,25,2,960000,480000, , ,2017
Jarrod Pughsley (20152016) ,LT ,KC ,KC ,24,2,960000,480000, , ,2017
Deji Olatoye (20152016) ,CB ,KC ,KC ,24,2,960000,480000, , ,2017
Curtis Feigt (20152016) ,RT ,KC ,KC ,25,2,960000,480000, , ,2017
Kyle Sebetic (20152016) ,CB ,GB ,GB ,24,2,960000,480000, , ,2017
Steven Baker (20152016) ,RT ,STL ,STL ,26,2,960000,480000, , ,2017
Emory Blake (20152016) ,WR ,STL ,STL ,24,2,960000,480000, , ,2017
Christian Bryant (20152016) ,S ,STL ,STL ,23,2,960000,480000, , ,2017
Craig Watts (20152016) ,G ,SD ,SD ,24,2,960000,480000, , ,2017
Kona Schwenke (20152016) ,DT ,SEA ,SEA ,23,2,960000,480000, , ,2017
Garrison Smith (20152016) ,DT ,SF ,SF ,23,2,960000,480000, , ,2017
Xavier Grimble (20152016) ,TE ,SF ,SF ,22,2,960000,480000, , ,2017
Kendall Gaskins (20152016) ,FB ,SF ,SF ,24,2,960000,480000, , ,2017
Devonta GloverWright (20152016) ,CB ,GB ,GB ,23,2,960000,480000, , ,2017
Jean Fanor (20152016) ,CB ,GB ,GB ,26,2,960000,480000, , ,2017
Adrian Hubbard (20152016) ,OLB ,GB ,GB ,23,2,960000,480000, , ,2017
Brandon Hartson (20152016) ,LS ,PIT ,KC ,25,2,960000,480000, , ,2017
Rajoin Neal (20152016) ,RB ,GB ,GB ,23,2,960000,480000, , ,2017
Joe Thomas (20152016) ,OLB ,GB ,GB ,24,2,960000,480000, , ,2017
Jeremy Vujnovich (20152016) ,LT ,GB ,GB ,24,2,960000,480000, , ,2017
Josh Walker (20152016) ,G ,GB ,GB ,24,2,960000,480000, , ,2017
Ben Gottschalk (20152016) ,RT ,SF ,SF ,23,2,960000,480000, , ,2017
Seth Lobato (20152016) ,QB ,TB ,TB ,24,2,960000,480000, , ,2017
Gannon Conway (20152016) ,DE ,IND ,IND ,26,2,960000,480000, , ,2017
Jeremiah Warren (20152016) ,C ,TB ,TB ,27,2,960000,480000, , ,2017
Carlos Fields (20152016) ,OLB ,IND ,IND ,24,2,960000,480000, , ,2017
Tyler Hoover (20152016) ,DE ,IND ,IND ,25,2,960000,480000, , ,2017
Ryan Lankford (20152016) ,WR ,IND ,IND ,23,2,960000,480000, , ,2017
Josh Lenz (20152016) ,WR ,CLE ,CLE ,24,2,960000,480000, , ,2017
Erik Swoope (20152016) ,TE ,IND ,IND ,23,2,960000,480000, , ,2017
Dan France (20152016) ,G ,CIN ,CIN ,24,2,960000,480000, , ,2017
Onterio McCalebb (20152016) ,WR ,CIN ,CIN ,25,2,960000,480000, , ,2017
Jake Murphy (20152016) ,TE ,CIN ,CIN ,25,2,960000,480000, , ,2017
Tevin Reese (20152016) ,WR ,CIN ,CIN ,24,2,960000,480000, , ,2017
Michael Palardy (20152016) ,K ,STL ,STL ,23,2,960000,480000, , ,2017
Ted Bolser (20152016) ,TE ,ARI ,ARI ,24,2,960000,480000, , ,2017
John Fullington (20152016) ,G ,ARI ,ARI ,24,2,960000,480000, , ,2017
Jimmy LeGree (20152016) ,CB ,ARI ,ARI ,24,2,960000,480000, , ,2017
Darren Woodard (20152016) ,CB ,ARI ,ARI ,25,2,960000,480000, , ,2017
Chigbo Anunoby (20152016) ,DT ,MIN ,MIN ,26,2,960000,480000, , ,2017
James Winchester (20152016) ,LS ,KC ,KC ,0,2,960000,480000, , ,2017
Alejandro Villanueva (20152016) ,DT ,PIT ,PIT ,26,2,960000,480000, , ,2017
Taylor Sloat (20152016) ,TE ,TB ,TB ,0,2,960000,480000, , ,2017
Braxston Cave (20152016) ,C ,DET ,DET ,26,2,960000,480000, , ,2017
John Chiles (20152016) ,WR ,CHI ,CHI ,26,2,960000,480000, , ,2017
Kerry Hyder (20152016) ,DT ,DET ,DET ,24,2,960000,480000, , ,2017
Cody Mandell (20152016) ,P ,GB ,GB ,23,2,960000,480000, , ,2017
Andrew Peacock (20152016) ,WR ,DET ,DET ,24,2,960000,480000, , ,2017
Thomas Wolfe (20152016) ,CB ,WAS ,WAS ,26,2,960000,480000, , ,2017
Casey Kreiter (20152016) ,LS ,DAL ,DAL ,24,2,960000,480000, , ,2017
Roy Philon (20152016) ,DT ,DET ,DET ,24,2,960000,480000, , ,2017
Xavier Proctor (20152016) ,DT ,DET ,DET ,24,2,960000,480000, , ,2017
Jordan Thompson (20152016) ,TE ,DET ,DET ,26,2,960000,480000, , ,2017
Tom Hornsey (20152016) ,P ,DAL ,DAL ,26,2,960000,480000, , ,2017
R.J. Dill (20152016) ,RT ,DAL ,DAL ,25,2,960000,480000, , ,2017
Ricky HaviliHeimuli (20152016) ,DT ,ATL ,ATL ,23,2,960000,480000, , ,2017
Chance Casey (20152016) ,S ,IND ,IND ,24,2,960000,480000, , ,2017
Edawn Coughman (20152016) ,LT ,TB ,TB ,27,2,960000,480000, , ,2017
Dontrelle Inman (20142015) ,WR ,SD ,SD ,26,2,945000,472500,15000,1.59,2016
Chris Matthews (20142015) ,WR ,SEA ,SEA ,25,2,940000,470000,10000,1.06,2016
Colton Schmidt (20142015) ,P ,BUF ,BUF ,24,2,930000,465000, , ,2016
Justin Perillo (20142015) ,TE ,GB ,GB ,24,2,930000,465000, , ,2016
Denico Autry (20142015) ,DE ,OAK ,OAK ,25,2,930000,465000, , ,2016
Vinston Painter (20142015) ,RT ,CLE ,CLE ,25,2,930000,465000, , ,2016
Ricardo Allen (20142015) ,S ,ATL ,ATL ,23,2,930000,465000, , ,2016
Brandon Dixon (20142015) ,CB ,TB ,TB ,25,2,930000,465000, , ,2016
Solomon Patton (20142015) ,WR ,DEN ,TB ,24,2,930000,465000, , ,2016
Dewey McDonald (20142015) ,S ,IND ,IND ,25,2,930000,465000, , ,2016
Zurlon Tipton (20142015) ,RB ,IND ,IND ,25,2,930000,465000, , ,2016
DeAndre Coleman (20142015) ,DT ,MIA ,JAC ,24,2,930000,465000, , ,2016
Gerell Robinson (20142015) ,WR ,MIA ,CLE ,25,2,930000,465000, , ,2016
Ahmad Dixon (20142015) ,S ,MIN ,MIN ,23,2,930000,465000, , ,2016
Charcandrick West (20142015) ,RB ,KC ,KC ,24,2,930000,465000, , ,2016
Daniel Sorensen (20142015) ,S ,KC ,KC ,25,2,930000,465000, , ,2016
Matt Hazel (20142015) ,WR ,MIA ,MIA ,23,2,930000,465000, , ,2016
Lawrence Virgil (20142015) ,DE ,NO ,NO ,24,2,930000,465000, , ,2016
George Atkinson (20142015) ,RB ,OAK ,OAK ,22,2,930000,465000, , ,2016
Blake Annen (20142015) ,TE ,CHI ,CHI ,24,2,930000,465000, , ,2016
Shelby Harris (20142015) ,DE ,OAK ,OAK ,23,2,930000,465000, , ,2016
Charley Hughlett (20142016) ,LS ,CLE ,NE ,25,2,930000,465000, , ,2017
Matt Hall (20142015) ,RT ,IND ,IND ,25,2,930000,465000, , ,2016
Asante Cleveland (20142015) ,TE ,SF ,SF ,23,2,930000,465000, , ,2016
Ricky Lumpkin (20142015) ,DT ,OAK ,OAK ,26,2,930000,465000, , ,2016
Antonio Andrews (20142015) ,RB ,TEN ,TEN ,22,2,930000,465000, , ,2016
Andrew DePaola (20142015) ,LS ,TB ,TB ,28,2,930000,465000, , ,2016
George Winn (20142015) ,RB ,DET ,DET ,24,2,930000,465000, , ,2016
Orleans Darkwa (20142015) ,RB ,NYG ,MIA ,23,2,930000,465000, , ,2016
Jacquies Smith (20142015) ,DE ,TB ,BUF ,25,2,930000,465000, , ,2016
Justin Staples (20142015) ,OLB ,TEN ,CLE ,25,2,930000,465000, , ,2016
Cameron Brate (20142015) ,TE ,TB ,TB ,24,2,930000,465000, , ,2016
Jeff Adams (20142015) ,LT ,HOU ,HOU ,25,2,930000,465000, , ,2016
Cooper Helfet (20142015) ,TE ,SEA ,SEA ,26,2,930000,465000, , ,2016
Adam Thielen (20142015) ,WR ,MIN ,MIN ,24,2,930000,465000, , ,2016
Darren Fells (20142015) ,TE ,ARI ,ARI ,29,2,930000,465000, , ,2016
Tress Way (20142015) ,P ,WAS ,CHI ,25,2,930000,465000, , ,2016
Sheldon Price (20142015) ,CB ,IND ,IND ,24,2,930000,465000, , ,2016
Sam Brenner (20142015) ,C ,MIA ,MIA ,25,2,930000,465000, , ,2016
Corey Fuller (20142015) ,WR ,DET ,DET ,25,2,930000,465000, , ,2016
Chris Hubbard (20142015) ,G ,PIT ,PIT ,24,2,930000,465000, , ,2016
Cordarro Law (20142015) ,OLB ,SD ,SD ,26,2,930000,465000, , ,2016
Justice Cunningham (20142015) ,TE ,STL ,STL ,24,2,930000,465000, , ,2016
Jeremiah George (20142015) ,ILB ,JAC ,JAC ,23,2,930000,465000, , ,2016
Marion Grice (20142015) ,RB ,ARI ,ARI ,24,2,930000,465000, , ,2016
Phillip Thomas (20142015) ,S ,WAS ,WAS ,26,2,930000,465000, , ,2016
Marcus Harris (20142015) ,WR ,NYG ,NYG ,26,2,930000,465000, , ,2016
Khairi Fortt (20142015) ,OLB ,JAC ,JAC ,23,2,930000,465000, , ,2016
T.J. Johnson (20142015) ,C ,CIN ,CIN ,25,2,930000,465000, , ,2016
Todd Davis (20142015) ,OLB ,DEN ,DEN ,23,2,930000,465000, , ,2016
Andrew Tiller (20142015) ,G ,SF ,GB ,25,2,930000,465000, , ,2016
Garth Gerhart (20142015) ,C ,GB ,GB ,26,2,930000,465000, , ,2016
Jalen Saunders (20142015) ,WR ,NO ,NO ,22,2,930000,465000, , ,2016
Dominique Hamilton (20142015) ,DE ,NYG ,KC ,26,2,930000,465000, , ,2016
Nick Williams (20142015) ,DE ,KC ,KC ,25,2,930000,465000, , ,2016
Marcus Burley (20142015) ,CB ,SEA ,IND ,25,2,930000,465000, , ,2016
Ryan Groy (20142015) ,G ,CHI ,CHI ,24,2,930000,465000, , ,2016
Jonas Gray (20142015) ,RB ,NE ,NE ,25,2,930000,465000, , ,2016
Andy Tanner (20142015) ,WR ,NO ,NO ,27,2,930000,465000, , ,2016
Austin Johnson (20142015) ,FB ,NO ,NO ,26,2,930000,465000, , ,2016
Kerwynn Williams (20142015) ,RB ,ARI ,SD ,24,2,930000,465000, , ,2016
Josh Allen (20142015) ,C ,TB ,TB ,23,2,930000,465000, , ,2016
Jordan Devey (20142015) ,G ,NE ,NE ,27,2,930000,465000, , ,2016
Bruce Gaston (20142015) ,DT ,GB ,ARI ,23,2,930000,465000, , ,2016
Mike Purcell (20142016) ,DE ,SF ,SF ,24,2,930000,465000, , ,2017
Adarius Glanton (20142015) ,OLB ,CAR ,CAR ,24,2,930000,465000, , ,2016
Chuck Jacobs (20142015) ,WR ,SF ,SF ,25,2,930000,465000, , ,2016
Carter Bykowski (20142015) ,LT ,MIN ,SF ,25,2,930000,465000, , ,2016
Nic Jacobs (20142015) ,TE ,JAC ,NO ,23,2,930000,465000, , ,2016
Jerome Cunningham (20142015) ,TE ,NYG ,NYG ,24,2,930000,465000, , ,2016
Brandon McManus (20142015) ,K ,DEN ,NYG ,24,2,930000,465000, , ,2016
Frankie Hammond (20142015) ,WR ,KC ,KC ,25,2,930000,465000, , ,2016
Mohammed Seisay (20142015) ,CB ,SEA ,DET ,25,2,930000,465000, , ,2016
Carrington Byndom (20142015) ,CB ,CAR ,CAR ,23,2,930000,465000, , ,2016
T.J. Fatinikun (20142015) ,DE ,TB ,TB ,24,2,930000,465000, , ,2016
Brian Leonhardt (20142015) ,TE ,OAK ,OAK ,25,2,930000,465000, , ,2016
David King (20142015) ,DE ,SEA ,SEA ,25,2,930000,465000, , ,2016
Brandon Copeland (20152015) ,ILB ,DET ,DET ,24,1,460000,460000,25000,5.43,2016
Eric Herman (20132016) ,RT ,NYG ,NYG ,25,2,900000,450000, , ,2017
Patrick Lewis (20132015) ,C ,SEA ,GB ,24,2,900000,450000,4000,0.44,2016
Matt Simms (20132015) ,QB ,BUF ,NYJ ,26,2,900000,450000, , ,2016
Jonathan Krause (20152015) ,WR ,NE ,NE ,23,1,445000,445000,10000,2.25,2016
Garrett Gilbert (20152015) ,QB ,DET ,DET ,24,1,445000,445000, , ,2016
Marcus Lucas (20152015) ,WR ,CAR ,CAR ,23,1,444500,444500,9500,2.14,2016
Jared Smith (20152015) ,C ,ATL ,ATL ,25,1,440000,440000,5000,1.14,2016
Jamie Childers (20152015) ,TE ,CAR ,CAR ,27,1,436000,436000,1000,0.23,2016
Chas Alecxih (20152015) ,DT ,CAR ,CAR ,26,1,436000,436000,1000,0.23,2016
Rakim Cox (20152015) ,DE ,CAR ,CAR ,24,1,436000,436000,1000,0.23,2016
Jordan McCray (20152015) ,G ,CAR ,CAR ,23,1,436000,436000,1000,0.23,2016
Josh Bellamy (20122015) ,WR ,CHI ,KC ,26,2,870000,435000, , ,2016
Zach D'Orazio (20152015) ,WR ,NE ,NE ,0,1,435000,435000, , ,2016
Keith Wenning (20152015) ,QB ,CIN ,CIN ,24,1,435000,435000, , ,2016
Bryn Renner (20152015) ,QB ,BAL ,BAL ,25,1,435000,435000, , ,2016
Dax Swanson (20152015) ,CB ,NE ,NE ,25,1,435000,435000, , ,2016
Marcel Jones (20152015) ,RT ,BAL ,BAL ,26,1,435000,435000, , ,2016
Zach Thompson (20152015) ,DE ,BAL ,BAL ,24,1,435000,435000, , ,2016
Ian Wild (20152015) ,CB ,PIT ,PIT ,975,1,435000,435000, , ,2016
Matt Blanchard (20152015) ,QB ,GB ,GB ,26,1,435000,435000, , ,2016
Mike Golic Jr. (20152015) ,RT ,NO ,NO ,25,1,435000,435000, , ,2016
Ifeanyi Momah (20152015) ,WR ,ARI ,ARI ,25,1,435000,435000, , ,2016
Ryan Jones (20152015) ,OLB ,NYG ,NYG ,0,1,435000,435000, , ,2016
Jared Wheeler (20152015) ,G ,PHI ,PHI ,24,1,435000,435000, , ,2016
Darryl Johnson (20152015) ,G ,BUF ,BUF ,24,1,435000,435000, , ,2016
Ross Madison (20152015) ,S ,DEN ,DEN ,24,1,435000,435000, , ,2016
Horace Miller (20152015) ,OLB ,OAK ,OAK ,24,1,435000,435000, , ,2016
Calvin Barnett (20152015) ,DT ,MIA ,MIA ,23,1,435000,435000, , ,2016
Louis Young (20152015) ,CB ,CAR ,CAR ,23,1,435000,435000, , ,2016
Jon Halapio (20152015) ,G ,ARI ,ARI ,24,1,435000,435000, , ,2016
Isaiah Lewis (20152015) ,S ,PIT ,PIT ,23,1,435000,435000, , ,2016
Bennie Fowler (20152015) ,WR ,DEN ,DEN ,24,1,435000,435000, , ,2016
Bryce Quigley (20152015) ,G ,WAS ,WAS ,23,1,435000,435000, , ,2016
Matt Paradis (20152015) ,C ,DEN ,DEN ,25,1,435000,435000, , ,2016
