player,position,team,teamsignedwith,age,years,contract,guaranteed,guaranteedpct,salary,yearfreeagent
Cameron Payne (2015-2016) ,PG ,OKC ,OKC ,20,2,4134000,4134000,100,2067000,2019
Jerian Grant (2015-2016) ,PG ,NYK ,NYK ,22,2,4134000,4134000,100,2067000,2019
DeJaun Blair (2014-2016) ,C ,WAS ,DAL ,26,3,6000000,4000000,66.67,2000000,2017
Kent Bazemore (2014-2015) ,SG ,ATL ,ATL ,26,2,4000000,4000000,100,2000000,2016
T.J. Warren (2014-2015) ,SF ,PHX ,PHX ,21,2,3994200,3994200,100,1997100,2018
Shabazz Muhammad (2013-2015) ,SF ,MIN ,MIN ,22,3,5916000,5916000,100,1972000,2017
Kelly Oubre (2015-2016) ,SF ,WAS ,WAS ,19,2,3926880,3926880,100,1963440,2019
Adreian Payne (2014-2015) ,PF ,MIN ,ATL ,24,2,3794160,3794160,100,1897080,2018
Tony Wroten Jr. (2012-2015) ,PG ,PHI ,MEM ,22,3,5659594,5659594,100,1886531,2016
Tyler Zeller (2012-2015) ,C ,BOS ,CLE ,25,4,7517295,7517295,100,1879324,2016
Giannis Antetokounmpo (2013-2015) ,SF ,MIL ,MIL ,20,3,5619720,5619720,100,1873240,2017
Terry Rozier (2015-2016) ,PG ,BOS ,BOS ,21,2,3730800,3730800,100,1865400,2019
Jusuf Nurkic (2014-2015) ,C ,DEN ,DEN ,20,2,3604680,3604680,100,1802340,2018
Lucas Nogueira (2014-2015) ,C ,TOR ,TOR ,23,2,3604680,3604680,100,1802340,2018
Terrence Jones (2012-2015) ,PF ,HOU ,HOU ,23,4,7145049,7145049,100,1786262,2016
Rashad Vaughn (2015-2016) ,SG ,MIL ,MIL ,18,2,3544080,3544080,100,1772040,2019
Joffrey Lauvergne (2014-2016) ,PG ,DEN ,DEN ,23,3,5209719,3500000,67.18,1736573,2017
James Young (2014-2015) ,SG ,BOS ,BOS ,19,2,3424320,3424320,100,1712160,2018
Andrew Nicholson (2012-2015) ,PF ,ORL ,ORL ,25,4,6826593,6826593,100,1706648,2016
Zoran Dragic (2014-2015) ,SG ,BOS ,PHX ,26,2,3412500,3412500,100,1706250,2016
Ryan Kelly (2014-2015) ,PF ,LAL ,LAL ,24,2,3374250,3374250,100,1687125,2016
Sam Dekker (2015-2016) ,SF ,HOU ,HOU ,21,2,3366960,3366960,100,1683480,2019
Donatas Motiejunas (2012-2015) ,PF ,HOU ,HOU ,24,4,6556245,6556245,100,1639061,2016
Evan Fournier (2012-2015) ,SG ,ORL ,DEN ,22,4,6556244,6556244,100,1639061,2016
Lance Thomas (2015-2015) ,SF ,NYK ,NYK ,27,1,1636842,1636842,100,1636842,2016
Louis Amundson (2015-2015) ,PF ,NYK ,NYK ,32,1,1635476,1635476,100,1635476,2016
Tyler Ennis (2014-2015) ,PG ,MIL ,PHX ,20,2,3253080,3253080,100,1626540,2018
Dennis Schr__der (2013-2015) ,PG ,ATL ,ATL ,21,3,4802280,4802280,100,1600760,2017
Jared Sullinger (2012-2015) ,PF ,BOS ,BOS ,23,4,6366420,6366420,100,1591605,2016
Gary Harris (2014-2015) ,SG ,DEN ,DEN ,20,2,3106680,3106680,100,1553340,2018
Delon Wright (2015-2016) ,PG ,TOR ,TOR ,23,2,3086640,3086640,100,1543320,2019
Sergey Karasev (2013-2015) ,SG ,BKN ,CLE ,21,3,4601520,4601520,100,1533840,2017
Wayne Ellington (2015-2016) ,SG ,BKN ,BKN ,27,2,3067500,3067500,100,1533750,2017
Caron Butler (2015-2016) ,SF ,SAC ,SAC ,35,2,3050846,3050846,100,1525423,2017
David West (2015-2016) ,PF ,SAS ,SAS ,34,2,3050846,3050846,100,1525423,2017
Shane Larkin (2015-2016) ,PG ,BKN ,BKN ,22,2,3000000,3000000,100,1500000,2017
James Jones (2015-2015) ,SF ,CLE ,CLE ,34,1,1499187,1499187,100,1499187,2016
Charlie Villanueva (2015-2015) ,PF ,DAL ,DAL ,30,1,1499187,1499187,100,1499187,2016
Samuel Dalembert (2015-2015) ,C ,DAL ,DAL ,30,1,1499187,1499187,100,1499187,2016
Amar'e Stoudemire (2015-2015) ,PF ,MIA ,MIA ,32,1,1499187,1499187,100,1499187,2016
Kendrick Perkins (2015-2015) ,C ,NOP ,NOP ,30,1,1499187,1499187,100,1499187,2016
Chuck Hayes (2015-2015) ,PF ,HOU ,HOU ,32,1,1499187, , ,1499187,2016
Richard Jefferson (2015-2015) ,SF ,CLE ,CLE ,35,1,1499187,1499187,100,1499187,2016
Matt Bonner (2015-2015) ,PF ,SAS ,SAS ,35,1,1499187,794594,53,1499187,2016
Josh Smith (2015-2015) ,SF ,LAC ,LAC ,29,1,1499187,1499187,100,1499187,2016
Ronnie Price (2015-2015) ,PG ,PHX ,PHX ,32,1,1499187,1499187,100,1499187,2016
Bruno Caboclo (2014-2015) ,SF ,TOR ,TOR ,19,2,2982360,2982360,100,1491180,2018
Justin Anderson (2015-2016) ,SF ,DAL ,DAL ,21,2,2963160,2963160,100,1481580,2019
Tony Snell (2013-2015) ,SF ,CHI ,CHI ,23,3,4417320,4417320,100,1472440,2017
Andrea Bargnani (2015-2016) ,PF ,BKN ,BKN ,29,2,2914556,2914556,100,1457278,2017
Mitch McGary (2014-2015) ,PF ,OKC ,OKC ,23,2,2863080,2863080,100,1431540,2018
Bobby Portis (2015-2016) ,PF ,CHI ,CHI ,20,2,2844840,2844840,100,1422420,2019
Gorgui Dieng (2013-2015) ,C ,MIN ,MIN ,25,3,4240560,4240560,100,1413520,2017
Lamar Patterson (2015-2016) ,SG ,ATL ,ATL ,23,1,1399729, , ,1399729,2017
Jordan Adams (2014-2015) ,SG ,MEM ,MEM ,21,2,2748720,2748720,100,1374360,2018
Miles Plumlee (2012-2015) ,PF ,MIL ,IND ,26,4,5473973,5473973,100,1368493,2016
Rondae Hollis-Jefferson (2015-2016) ,SF ,BKN ,BKN ,20,2,2731080,2731080,100,1365540,2019
Nikola Jokic (2015-2018) ,C ,DEN ,DEN ,20,3,4075500,4075500,100,1358500,2019
Mason Plumlee (2013-2015) ,C ,POR ,BKN ,25,3,4071240,4071240,100,1357080,2017
Sasha Vujacic (2015-2015) ,SG ,NYK ,NYK ,31,1,1356146,1356146,100,1356146,2016
Gerald Green (2015-2015) ,SF ,MIA ,MIA ,29,1,1356146,1356146,100,1356146,2016
Alonzo Gee (2015-2016) ,SF ,NOP ,NOP ,28,2,2699400,2699400,100,1349700,2017
Perry Jones III (2012-2015) ,SF ,BOS ,OKC ,23,4,5285886,5285886,100,1321472,2016
Rodney Hood (2014-2015) ,SG ,UTH ,UTH ,22,2,2638800,2638800,100,1319400,2018
Tyus Jones (2015-2016) ,PG ,MIN ,MIN ,19,2,2621760,2621760,100,1310880,2019
Festus Ezeli (2012-2015) ,C ,GSW ,GSW ,25,4,5209508,5209508,100,1302377,2016
Shabazz Napier (2014-2015) ,PG ,ORL ,MIA ,24,2,2533080,2533080,100,1266540,2018
Jarell Martin (2015-2016) ,PF ,MEM ,MEM ,21,2,2517000,2517000,100,1258500,2019
Jordan Mickey (2015-2017) ,PF ,BOS ,BOS ,21,3,3670959,2394613,65.23,1223653,2019
Clint Capela (2014-2015) ,PF ,HOU ,HOU ,21,2,2431920,2431920,100,1215960,2018
Cartier Martin (2014-2015) ,PF ,DET ,DET ,30,2,2416650,2416650,100,1208325,2016
Brandon Rush (2014-2015) ,SG ,GSW ,GSW ,30,2,2416649,2416649,100,1208325,2016
Reggie Bullock (2013-2015) ,SG ,DET ,LAC ,24,3,3602160,3602160,100,1200720,2017
Boban Marjanovic (2015-2015) ,C ,SAS ,SAS ,26,1,1200000,1200000,100,1200000,2016
Marcus Thornton (2015-2015) ,SG ,HOU ,HOU ,28,1,1185784,1185784,100,1185784,2016
Larry Nance Jr. (2015-2016) ,PF ,LAL ,LAL ,22,2,2363280,2363280,100,1181640,2019
P.J. Hairston (2014-2015) ,SG ,CHA ,CHA ,22,2,2351160,2351160,100,1175580,2018
R.J. Hunter (2015-2016) ,SG ,BOS ,BOS ,21,2,2348880,2348880,100,1174440,2019
Josh Huestis (2015-2016) ,SF ,OKC ,OKC ,23,2,2331720,2331720,100,1165860,2019
Chris McCullough (2015-2016) ,PF ,BKN ,BKN ,20,2,2331720,2331720,100,1165860,2019
Cole Aldrich (2015-2016) ,C ,LAC ,LAC ,26,2,2327888,2327888,100,1163944,2017
Jeremy Evans (2015-2016) ,SF ,DAL ,DAL ,27,2,2327888,2327888,100,1163944,2017
Luke Babbitt (2015-2016) ,SF ,NOP ,NOP ,26,2,2327888,2327888,100,1163944,2017
Wesley Johnson (2015-2016) ,SF ,LAC ,LAC ,28,2,2327888,2327888,100,1163944,2017
Kevon Looney (2015-2016) ,PF ,GSW ,GSW ,19,2,2314800,2314800,100,1157400,2019
Chris Copeland (2015-2015) ,SF ,MIL ,MIL ,31,1,1150000,1150000,100,1150000,2016
Matt Dellavedova (2015-2015) ,PG ,CLE ,CLE ,24,1,1147276,1147276,100,1147276,2016
C.J. Wilcox (2014-2015) ,SG ,LAC ,LAC ,24,2,2269440,2269440,100,1134720,2018
Rudy Gobert (2013-2015) ,C ,UTH ,UTH ,23,3,3382080,3382080,100,1127360,2017
Damjan Rudez (2014-2015) ,SF ,MIN ,IND ,29,2,2249500,2249500,100,1124750,2017
Kyle Anderson (2014-2015) ,PF ,SAS ,SAS ,21,2,2236560,2236560,100,1118280,2018
Archie Goodwin (2013-2015) ,SG ,PHX ,PHX ,20,3,3336840,3336840,100,1112280,2017
Glen Robinson III (2015-2017) ,SG ,IND ,IND ,21,3,3241000,1100000,33.94,1080333,2018
James Anderson (2015-2016) ,SG ,SAC ,SAC ,26,2,2154544,2154544,100,1077272,2017
Joseph Young (2015-2018) ,SG ,IND ,IND ,23,4,4300000,2059368,47.89,1075000,2019
John Jenkins (2015-2017) ,SG ,DAL ,DAL ,24,3,3211301,981348,30.56,1070434,2018
Rakeem Christmas (2015-2017) ,C ,IND ,IND ,23,3,3157026,2109368,66.82,1052342,2019
Garrett Temple (2014-2015) ,SG ,WAS ,WAS ,29,2,2081686,2081686,100,1040843,2016
Richaun Holmes (2015-2017) ,PF ,PHI ,PHI ,21,3,3114746,2100000,67.42,1038249,2019
Andre Roberson (2013-2015) ,SF ,OKC ,OKC ,23,3,3112240,3112240,100,1037413,2017
Quincy Acy (2015-2016) ,SF ,SAC ,SAC ,24,2,2032309,981348,48.29,1016155,2017
Thomas Robinson (2015-2016) ,PF ,BKN ,BKN ,24,2,2032309,2032309,100,1016155,2017
Elliot Williams (2015-2015) ,SG ,CHA ,CHA ,26,1,1015421, , ,1015421,2016
Jimmer Fredette (2015-2015) ,PG ,SAS ,SAS ,30,1,1015421,507711,50,1015421,2016
Robert Covington (2014-2016) ,SF ,PHI ,PHI ,24,3,3015696,1000000,33.16,1005232,2018
Walter Tavares (2015-2017) ,C ,ATL ,ATL ,23,3,3014746,2000000,66.34,1004915,2018
Joey Dorsey (2014-2015) ,PF ,DEN ,HOU ,31,2,1963584,1963584,100,981792,2016
E'Twaun Moore (2014-2015) ,SG ,CHI ,CHI ,26,2,1963584,1963584,100,981792,2016
Justin Holiday (2015-2016) ,SF ,ATL ,ATL ,26,2,1962972,1962972,100,981486,2017
Seth Curry (2015-2016) ,PG ,SAC ,SAC ,24,2,1962972,1962972,100,981486,2017
Pablo Prigioni (2015-2015) ,PG ,LAC ,LAC ,38,1,981348,981348,100,981348,2016
Jon Leuer (2013-2015) ,PF ,PHX ,MEM ,26,3,2902500,2902500,100,967500,2016
Grant Jarrett (2014-2017) ,PF ,UTH ,OKC ,22,4,3867199,1763758,45.61,966800,2018
Phil Pressey (2015-2015) ,PG ,POR ,POR ,24,1,947276, , ,947276,2016
Willie Reed (2015-2015) ,PF ,BKN ,BKN ,25,1,947276,947276,100,947276,2016
Shayne Whittington (2015-2016) ,C ,IND ,IND ,24,2,1825490,845059,46.29,912745,2017
Adonis Thomas (2015-2016) ,SF ,DET ,DET ,22,2,1825490, , ,912745,2017
Raul Neto (2015-2017) ,PG ,UTH ,UTH ,23,3,2732546,2732546,100,910849,2018
Jerami Grant (2014-2016) ,SF ,PHI ,PHI ,21,3,2710369,1729938,63.83,903456,2018
Joe Harris (2014-2016) ,SG ,CLE ,CLE ,23,3,2710369,1729938,63.83,903456,2017
Roy Devyn Marble (2014-2016) ,SF ,ORL ,ORL ,22,3,2710369,884879,32.65,903456,2017
Robert Sacre (2013-2015) ,C ,LAL ,LAL ,26,3,2685463,2685463,100,895154,2016
Damien Inglis (2014-2016) ,SF ,MIL ,MIL ,20,3,2655431,1675000,63.08,885144,2017
Troy Daniels (2014-2015) ,SG ,CHA ,HOU ,24,2,1763758,1763758,100,881879,2016
Pierre Jackson (2015-2017) ,PG ,PHI ,PHI ,23,3,2639382,750000,28.42,879794,2019
Allen Crabbe (2013-2015) ,SG ,POR ,POR ,23,3,2634276,2634276,100,878092,2016
Scottie Wilbekin (2015-2018) ,PG ,PHI ,PHI ,22,4,3502513, , ,875628,2019
Hassan Whiteside (2014-2015) ,C ,MIA ,MIA ,26,2,1751229,769881,43.96,875615,2016
Anthony Brown (2015-2017) ,SG ,LAL ,LAL ,22,3,2589382,1574636,60.81,863127,2018
Jarnell Stokes (2014-2016) ,PF ,MEM ,MEM ,21,3,2550490,1570059,61.56,850163,2017
Norman Powell (2015-2017) ,SG ,TOR ,TOR ,22,3,2539382,1524636,60.04,846461,2018
Spencer Dinwiddie (2014-2016) ,PG ,DET ,DET ,22,3,2525490,1545059,61.18,841830,2017
Pat Connaughton (2015-2017) ,SF ,POR ,POR ,22,3,2514475,1499736,59.64,838158,2018
Darrun Hilliard II (2015-2017) ,SG ,DET ,DET ,22,3,2489382,1100000,44.19,829794,2018
Johnny O'Bryant (2014-2016) ,PF ,MIL ,MIL ,22,3,2425490,1445059,59.58,808497,2017
Maurice N'dour (2015-2017) ,PF ,DAL ,DAL ,23,3,2414476,525094,21.75,804825,2018
Jamil Wilson (2015-2017) ,SF ,DAL ,DAL ,24,3,2414475,50000,2.07,804825,2018
Josh Richardson (2015-2017) ,SG ,MIA ,MIA ,21,3,2414475,525093,21.75,804825,2018
Luis Montero (2015-2017) ,SG ,POR ,POR ,22,3,2414475,1399729,57.97,804825,2018
Brandon Ashley (2015-2017) ,PF ,DAL ,DAL ,21,3,2414475,50000,2.07,804825,2018
Salah Mejri (2015-2017) ,C ,DAL ,DAL ,29,3,2414475,525093,21.75,804825,2018
Jarrid Famous (2015-2017) ,C ,DAL ,DAL ,27,3,2414475, , ,804825,2018
JaKarr Sampson (2014-2016) ,PF ,PHI ,PHI ,22,3,2332826,507336,21.75,777609,2018
James Ennis (2014-2016) ,SF ,MIA ,MIA ,25,3,2332826,929866,39.86,777609,2017
Erick Green (2014-2016) ,PG ,DEN ,DEN ,24,3,2332826,1352395,57.97,777609,2017
Nick Johnson (2014-2016) ,SG ,DEN ,HOU ,22,3,2332826,2332826,100,777609,2017
Russ Smith (2014-2016) ,PG ,MEM ,NOP ,24,3,2332826,1352395,57.97,777609,2017
Cameron Bairstow (2014-2016) ,C ,CHI ,CHI ,24,3,2332826,507336,21.75,777609,2017
Reggie Williams (2014-2015) ,SF ,SAS ,SAS ,28,2,1529820,344036,22.49,764910,2016
Ray McCallum (2013-2015) ,PG ,SAS ,SAC ,24,3,2288374,1341098,58.6,762791,2016
Hollis Thompson (2013-2015) ,SF ,PHI ,PHI ,24,3,2253938,1306662,57.97,751313,2017
Christapher Johnson (2014-2016) ,SF ,UTH ,UTH ,25,3,2145368,113059,5.27,715123,2017
Cliff Alexander (2015-2015) ,PF ,POR ,POR ,19,2,1399729,100000,7.14,699865,2016
Corey Walden (2015-2016) ,SG ,BOS ,BOS ,22,2,1399729,25000,1.79,699865,2017
Robert Upshaw (2015-2016) ,C ,LAL ,LAL ,21,2,1399729, , ,699865,2017
Ryan Boatright (2015-2016) ,PG ,BKN ,BKN ,22,2,1399729,75000,5.36,699865,2017
Branden Dawson (2015-2016) ,SF ,LAC ,LAC ,22,2,1399729,525093,37.51,699865,2017
Cristiano Felicio (2015-2016) ,PF ,CHI ,CHI ,23,2,1399729, , ,699865,2017
Aaron Harrison (2015-2016) ,SG ,CHA ,CHA ,20,2,1399729,75000,5.36,699865,2017
Ronald Roberts (2015-2016) ,SF ,TOR ,TOR ,23,2,1399729, , ,699865,2017
Duje Dukan (2015-2016) ,SF ,SAC ,SAC ,0,2,1399729,525093,37.51,699865,2017
Terran Petteway (2015-2016) ,SF ,ATL ,ATL ,22,2,1399729, , ,699865,2017
Elijah Millsap (2014-2016) ,SG ,UTH ,UTH ,27,3,2067221,241731,11.69,689074,2017
Dewayne Dedmon (2013-2015) ,PF ,ORL ,ORL ,25,3,2063758,2063758,100,687919,2016
Tarik Black (2014-2015) ,PF ,LAL ,HOU ,23,2,1352395,507336,37.51,676198,2016
Cleanthony Early (2014-2015) ,SF ,NYK ,NYK ,24,2,1352395,1352395,100,676198,2016
Markel Brown (2014-2015) ,SG ,BKN ,BKN ,23,2,1352395,657336,48.61,676198,2016
Dwight Powell (2014-2015) ,PF ,DAL ,CLE ,24,2,1352395,507336,37.51,676198,2016
Jordan Clarkson (2014-2015) ,PG ,LAL ,LAL ,23,2,1352395,1352395,100,676198,2016
JaMychal Green (2014-2016) ,PF ,MEM ,MEM ,25,3,1959785,134295,6.85,653262,2017
Mike Muscala (2013-2016) ,PF ,ATL ,ATL ,24,3,1925229,977953,50.8,641743,2017
Bryce Cotton (2014-2016) ,PG ,UTH ,UTH ,22,3,1918004,92514,4.82,639335,2017
Jack Cooley (2014-2016) ,PF ,UTH ,UTH ,24,3,1888161,62671,3.32,629387,2017
Earl Clark (2014-2015) ,SF ,BKN ,BKN ,27,2,1248336,62552,5.01,624168,2016
Lorenzo Brown (2014-2015) ,PG ,MIN ,MIN ,24,2,1216235,268959,22.11,608118,2016
Quincy Miller (2014-2015) ,SF ,BKN ,DET ,22,2,1164397,233049,20.01,582199,2016
Langston Galloway (2014-2015) ,PG ,NYK ,NYK ,23,2,1080821,455762,42.17,540411,2016
Youssou Ndoye (2015-2015) ,C ,SAS ,SAS ,24,1,525093, , ,525093,2016
Jonathon Simmons (2015-2015) ,SG ,SAS ,SAS ,25,1,525093,525093,100,525093,2017
Yanick Moreira (2015-2015) ,C ,LAC ,LAC ,24,1,525093, , ,525093,2016
Wesley Saunders (2015-2015) ,SF ,NYK ,NYK ,22,1,525093,75000,14.28,525093,2016
Andrew Harrison (2015-2015) ,PG ,MEM ,MEM ,20,1,525093, , ,525093,2017
Michale Kyser (2015-2015) ,PF ,TOR ,TOR ,23,1,525093, , ,525093,2016
Levi Randolph (2015-2015) ,SG ,BOS ,BOS ,22,1,525093, , ,525093,2016
Axel Toupane (2015-2015) ,SG ,TOR ,TOR ,23,1,525093, , ,525093,2016
Tyler Johnson (2014-2015) ,SG ,MIA ,MIA ,22,2,1045009,1045009,100,522505,2016
James McAdoo (2014-2015) ,PF ,GSW ,GSW ,22,2,1012181,267122,26.39,506091,2016
Chris Babb (2014-2015) ,SG ,GSW ,BOS ,25,2,995304,48028,4.83,497652,2016
Jorge Gutierrez (2014-2015) ,PG ,MIL ,MIL ,26,2,990502,43226,4.36,495251,2016
Jabari Brown (2014-2015) ,SG ,LAL ,LAL ,22,2,889824,44765,5.03,444912,2016
David Stockton (2014-2015) ,PG ,SAC ,SAC ,24,2,856996,11937,1.39,428498,2016
